Log,Folder,Original Labels,Original Model Precision,Original Log Simplicity,Original Log Generalization,Precise Log Precision ,Precise Log Simplicity,Precise Log Generalization,Unrefined Log Precision,Unrefined Log Simplicity,Unrefined Log Generalization,Xixi Log Precision,Xixi Log Simplicity,Xixi Log Generalization,Variant Threshold,Unfolding Threshold,Log Size,Refined Log Precision,Refined Log ARI,Refined Log Simplicity,Refined Log Generalization,Name
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,1.0,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.9,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.8,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.7,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.6,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.5,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.4,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.3,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.2,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
AM_1,mrt06-2056,"['E', 'N']",0.938542675707674,0.7454545454545455,0.935564420507376,0.938542675707674,0.7454545454545455,0.9339569290153626,0.5467427424916922,0.6949152542372882,0.9317294039389122,0.5467427424916922,0.6969696969696969,0.8435524829080524,1.0,0.1,500,0.5467427424916922,0.0,0.6949152542372882,0.9317294039389122,mrt06-2056/AM_1
