EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2
1,1,2023-01-01 08:00:00,Archive,UserC,13.2,19.36
2,1,2023-01-01 08:05:00,Submit,UserB,2.03,2.79
3,1,2023-01-01 08:10:00,Submit,UserB,8.51,4.57
4,1,2023-01-01 08:15:00,Submit,UserB,9.89,3.97
5,1,2023-01-01 08:20:00,Review,UserB,5.74,17.49
6,1,2023-01-01 08:25:00,Approve,UserC,10.75,10.31
7,1,2023-01-01 08:30:00,Submit,UserB,4.89,4.89
8,1,2023-01-01 08:35:00,Archive,UserC,8.33,11.99
9,1,2023-01-01 08:40:00,Submit,UserB,5.19,1.98
10,1,2023-01-01 08:45:00,Review,UserA,12.62,18.57
11,2,2023-01-01 08:00:00,Approve,UserA,12.48,15.36
12,2,2023-01-01 08:05:00,Submit,UserB,7.23,3.87
13,2,2023-01-01 08:10:00,Submit,UserB,9.51,1.02
14,2,2023-01-01 08:15:00,Archive,UserC,11.08,13.14
15,2,2023-01-01 08:20:00,Submit,UserB,2.65,4.64
16,2,2023-01-01 08:25:00,Submit,UserA,5.32,3.98
17,2,2023-01-01 08:30:00,Submit,UserA,6.78,1.18
18,2,2023-01-01 08:35:00,Review,UserA,9.16,18.92
19,2,2023-01-01 08:40:00,Submit,UserA,2.95,3.83
20,2,2023-01-01 08:45:00,Review,UserB,10.29,13.32
21,3,2023-01-01 08:00:00,Approve,UserA,11.97,19.2
22,3,2023-01-01 08:05:00,Submit,System,4.2,1.17
23,3,2023-01-01 08:10:00,Submit,UserA,3.99,1.29
24,3,2023-01-01 08:15:00,Review,UserB,5.75,11.6
25,3,2023-01-01 08:20:00,Submit,UserA,9.73,4.95
26,3,2023-01-01 08:25:00,Approve,UserA,10.63,19.57
27,3,2023-01-01 08:30:00,Submit,UserB,9.88,3.48
28,3,2023-01-01 08:35:00,Review,UserB,14.66,14.56
29,3,2023-01-01 08:40:00,Review,UserB,12.59,18.61
30,3,2023-01-01 08:45:00,Submit,UserB,5.89,2.2
31,4,2023-01-01 08:00:00,Submit,UserA,1.6,3.78
32,4,2023-01-01 08:05:00,Submit,System,1.98,3.11
33,4,2023-01-01 08:10:00,Submit,UserA,7.49,3.39
34,4,2023-01-01 08:15:00,Review,UserB,13.79,11.31
35,4,2023-01-01 08:20:00,Archive,UserB,8.83,17.62
36,4,2023-01-01 08:25:00,Approve,UserB,12.71,12.84
