EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2
1,1,2023-01-01 08:00:00,Approve,UserC,13.62,18.07
2,1,2023-01-01 08:05:00,Submit,UserC,9.07,12.21
3,1,2023-01-01 08:10:00,Approve,UserB,7.22,11.89
4,1,2023-01-01 08:15:00,Approve,UserA,7.33,16.14
5,1,2023-01-01 08:20:00,Review,UserC,13.68,14.39
6,1,2023-01-01 08:25:00,Approve,UserC,10.51,11.3
7,1,2023-01-01 08:30:00,Submit,UserA,6.27,15.42
8,1,2023-01-01 08:35:00,Review,UserA,13.96,13.61
9,1,2023-01-01 08:40:00,Submit,UserA,9.13,18.04
10,1,2023-01-01 08:45:00,Archive,UserC,12.95,14.29
11,2,2023-01-01 08:00:00,Review,UserB,10.96,14.78
12,2,2023-01-01 08:05:00,Archive,UserA,11.54,18.4
13,2,2023-01-01 08:10:00,Archive,UserC,9.55,13.28
14,2,2023-01-01 08:15:00,Archive,UserA,8.72,10.46
15,2,2023-01-01 08:20:00,Approve,UserC,11.47,11.16
16,2,2023-01-01 08:25:00,Review,UserC,8.16,14.46
17,2,2023-01-01 08:30:00,Approve,UserC,8.16,12.21
18,2,2023-01-01 08:35:00,Approve,UserB,13.69,15.66
19,2,2023-01-01 08:40:00,Submit,UserC,11.19,17.02
20,2,2023-01-01 08:45:00,Archive,UserC,13.08,14.09
21,3,2023-01-01 08:00:00,Submit,UserA,13.69,11.98
22,3,2023-01-01 08:05:00,Approve,UserA,7.55,17.24
23,3,2023-01-01 08:10:00,Approve,UserB,13.96,11.86
24,3,2023-01-01 08:15:00,Approve,UserB,10.67,11.92
25,3,2023-01-01 08:20:00,Review,UserB,13.26,11.2
26,3,2023-01-01 08:25:00,Archive,UserA,14.44,18.54
27,3,2023-01-01 08:30:00,Review,UserA,11.3,16.87
28,3,2023-01-01 08:35:00,Archive,UserB,10.27,10.36
29,3,2023-01-01 08:40:00,Submit,UserA,5.7,12.43
30,3,2023-01-01 08:45:00,Review,UserC,5.7,16.61
31,4,2023-01-01 08:00:00,Submit,UserC,9.42,19.67
32,4,2023-01-01 08:05:00,Submit,UserC,5.25,16.23
33,4,2023-01-01 08:10:00,Archive,UserC,9.36,10.78
34,4,2023-01-01 08:15:00,Submit,UserC,11.05,14.19
35,4,2023-01-01 08:20:00,Archive,UserB,10.59,19.29
36,4,2023-01-01 08:25:00,Archive,UserB,9.18,17.0
37,4,2023-01-01 08:30:00,Submit,UserC,9.16,17.93
38,4,2023-01-01 08:35:00,Approve,UserC,5.29,12.76
39,4,2023-01-01 08:40:00,Submit,UserA,5.63,17.96
40,4,2023-01-01 08:45:00,Submit,UserA,10.85,11.17
41,5,2023-01-01 08:00:00,Review,UserB,10.44,16.85
42,5,2023-01-01 08:05:00,Approve,UserA,11.72,11.56
43,5,2023-01-01 08:10:00,Review,UserB,7.4,10.43
44,5,2023-01-01 08:15:00,Submit,UserC,11.06,17.28
45,5,2023-01-01 08:20:00,Submit,UserB,7.63,15.38
46,5,2023-01-01 08:25:00,Review,UserC,5.02,11.09
47,5,2023-01-01 08:30:00,Submit,UserC,11.83,15.02
48,5,2023-01-01 08:35:00,Archive,UserC,9.82,15.99
49,5,2023-01-01 08:40:00,Archive,UserC,7.75,17.18
50,5,2023-01-01 08:45:00,Submit,UserB,5.15,10.42
51,6,2023-01-01 08:00:00,Archive,UserB,8.75,14.24
52,6,2023-01-01 08:05:00,Approve,UserC,12.28,14.81
53,6,2023-01-01 08:10:00,Archive,UserA,7.2,15.28
54,6,2023-01-01 08:15:00,Review,UserB,8.73,16.02
55,6,2023-01-01 08:20:00,Archive,UserA,11.98,17.76
56,6,2023-01-01 08:25:00,Archive,UserA,9.36,16.16
57,6,2023-01-01 08:30:00,Approve,UserB,13.97,16.77
58,6,2023-01-01 08:35:00,Submit,UserC,13.46,10.59
59,6,2023-01-01 08:40:00,Approve,UserB,9.0,19.42
60,6,2023-01-01 08:45:00,Archive,UserA,8.51,12.33
61,7,2023-01-01 08:00:00,Review,UserA,9.81,18.42
62,7,2023-01-01 08:05:00,Approve,UserC,11.13,10.21
63,7,2023-01-01 08:10:00,Submit,UserC,14.04,19.87
64,7,2023-01-01 08:15:00,Review,UserA,8.27,17.25
65,7,2023-01-01 08:20:00,Review,UserB,9.59,11.37
66,7,2023-01-01 08:25:00,Approve,UserA,11.29,12.37
67,7,2023-01-01 08:30:00,Archive,UserA,10.28,11.05
68,7,2023-01-01 08:35:00,Archive,UserA,8.94,12.72
69,7,2023-01-01 08:40:00,Archive,UserB,11.09,13.66
70,7,2023-01-01 08:45:00,Submit,UserB,12.79,17.5
71,8,2023-01-01 08:00:00,Submit,UserA,8.69,16.9
72,8,2023-01-01 08:05:00,Submit,UserC,9.51,17.43
73,8,2023-01-01 08:10:00,Submit,UserC,11.59,14.02
74,8,2023-01-01 08:15:00,Review,UserA,8.9,13.64
75,8,2023-01-01 08:20:00,Review,UserA,14.98,19.6
76,8,2023-01-01 08:25:00,Approve,UserC,5.96,10.55
77,8,2023-01-01 08:30:00,Archive,UserC,7.68,17.4
78,8,2023-01-01 08:35:00,Approve,UserB,6.24,11.53
79,8,2023-01-01 08:40:00,Review,UserA,9.76,13.52
80,8,2023-01-01 08:45:00,Submit,UserC,6.68,12.8
81,9,2023-01-01 08:00:00,Approve,UserA,5.45,13.13
82,9,2023-01-01 08:05:00,Archive,UserB,9.49,17.82
83,9,2023-01-01 08:10:00,Archive,UserB,13.77,18.1
84,9,2023-01-01 08:15:00,Review,UserA,9.93,12.36
85,9,2023-01-01 08:20:00,Approve,UserC,14.5,14.82
86,9,2023-01-01 08:25:00,Approve,UserC,12.1,19.25
87,9,2023-01-01 08:30:00,Review,UserB,13.28,18.06
88,9,2023-01-01 08:35:00,Approve,UserA,11.07,14.64
89,9,2023-01-01 08:40:00,Review,UserB,8.12,12.85
90,9,2023-01-01 08:45:00,Approve,UserC,14.17,16.72
91,10,2023-01-01 08:00:00,Approve,UserA,14.42,12.23
92,10,2023-01-01 08:05:00,Archive,UserA,14.04,12.44
93,10,2023-01-01 08:10:00,Review,UserB,9.88,10.2
94,10,2023-01-01 08:15:00,Archive,UserA,6.63,15.84
95,10,2023-01-01 08:20:00,Submit,UserC,13.1,16.34
96,10,2023-01-01 08:25:00,Submit,UserB,14.41,10.31
97,10,2023-01-01 08:30:00,Approve,UserC,10.86,15.25
98,10,2023-01-01 08:35:00,Review,UserA,6.96,18.73
99,10,2023-01-01 08:40:00,Submit,UserC,13.98,17.28
100,10,2023-01-01 08:45:00,Submit,UserB,8.33,12.6
