EventID,CaseID,Timestamp,Activity,Resource,NumericFeature_1,NumericFeature_2
1,1,2023-01-01 08:00:00,Review,UserB,12.97,11.44
2,1,2023-01-01 08:05:00,Archive,UserC,8.02,14.77
3,1,2023-01-01 08:10:00,Approve,UserB,12.02,17.37
4,1,2023-01-01 08:15:00,Submit,UserB,10.14,14.16
5,1,2023-01-01 08:20:00,Approve,UserC,10.45,18.26
6,1,2023-01-01 08:25:00,Approve,UserB,5.87,12.92
7,1,2023-01-01 08:30:00,Review,UserA,6.87,17.87
8,1,2023-01-01 08:35:00,Approve,UserB,9.91,18.55
9,1,2023-01-01 08:40:00,Submit,UserB,10.06,17.63
10,1,2023-01-01 08:45:00,Archive,UserB,6.94,12.46
11,2,2023-01-01 08:00:00,Submit,UserA,14.68,12.28
12,2,2023-01-01 08:05:00,Approve,UserA,10.51,14.35
13,2,2023-01-01 08:10:00,Review,UserB,14.76,18.75
14,2,2023-01-01 08:15:00,Review,UserB,5.81,10.39
15,2,2023-01-01 08:20:00,Review,UserB,10.7,16.8
16,2,2023-01-01 08:25:00,Finalize,UserC,7.96,11.28
17,2,2023-01-01 08:30:00,Approve,UserA,14.11,17.23
18,2,2023-01-01 08:35:00,Finalize,UserC,5.97,19.59
19,2,2023-01-01 08:40:00,Approve,UserA,9.11,16.97
20,2,2023-01-01 08:45:00,Submit,UserC,6.44,13.45
21,3,2023-01-01 08:00:00,Submit,UserB,12.43,18.57
22,3,2023-01-01 08:05:00,Archive,UserA,6.45,15.15
23,3,2023-01-01 08:10:00,Review,UserA,10.85,18.54
24,3,2023-01-01 08:15:00,Archive,UserC,7.23,11.83
25,3,2023-01-01 08:20:00,Review,UserB,13.69,14.61
26,3,2023-01-01 08:25:00,Approve,UserA,7.86,16.37
27,3,2023-01-01 08:30:00,Review,UserA,7.87,13.78
28,3,2023-01-01 08:35:00,Submit,UserA,10.66,11.45
29,3,2023-01-01 08:40:00,Approve,UserC,11.56,17.03
30,3,2023-01-01 08:45:00,Finalize,UserC,11.39,16.14
31,4,2023-01-01 08:00:00,Finalize,UserB,8.06,16.67
32,4,2023-01-01 08:05:00,Submit,UserC,9.29,19.01
33,4,2023-01-01 08:10:00,Submit,UserB,6.14,14.87
34,4,2023-01-01 08:15:00,Submit,UserA,6.78,18.45
35,4,2023-01-01 08:20:00,Finalize,UserB,9.64,14.89
36,4,2023-01-01 08:25:00,Approve,UserB,9.51,16.91
37,4,2023-01-01 08:30:00,Finalize,UserB,6.9,12.0
38,4,2023-01-01 08:35:00,Submit,UserB,14.4,18.77
39,4,2023-01-01 08:40:00,Approve,UserC,8.97,14.87
40,4,2023-01-01 08:45:00,Approve,UserC,13.39,12.18
41,5,2023-01-01 08:00:00,Approve,UserB,14.97,16.68
42,5,2023-01-01 08:05:00,Submit,UserA,12.78,17.43
43,5,2023-01-01 08:10:00,Submit,UserB,6.71,10.26
44,5,2023-01-01 08:15:00,Finalize,UserB,11.32,11.33
45,5,2023-01-01 08:20:00,Submit,UserA,5.33,15.86
46,5,2023-01-01 08:25:00,Finalize,UserA,7.71,13.68
47,5,2023-01-01 08:30:00,Review,UserB,5.47,17.14
48,5,2023-01-01 08:35:00,Approve,UserB,7.66,17.32
49,5,2023-01-01 08:40:00,Archive,UserC,8.29,13.18
50,5,2023-01-01 08:45:00,Submit,UserC,5.44,12.02
51,6,2023-01-01 08:00:00,Archive,UserC,11.63,12.14
52,6,2023-01-01 08:05:00,Archive,UserC,8.1,17.3
53,6,2023-01-01 08:10:00,Submit,UserB,7.75,18.26
54,6,2023-01-01 08:15:00,Archive,UserC,14.39,17.31
55,6,2023-01-01 08:20:00,Archive,UserA,5.37,10.32
56,6,2023-01-01 08:25:00,Archive,UserC,8.68,19.33
57,6,2023-01-01 08:30:00,Review,UserB,13.24,14.07
58,6,2023-01-01 08:35:00,Submit,UserC,5.03,11.1
59,6,2023-01-01 08:40:00,Approve,UserB,10.23,19.84
60,6,2023-01-01 08:45:00,Archive,UserA,6.6,11.04
61,7,2023-01-01 08:00:00,Archive,UserC,14.75,17.04
62,7,2023-01-01 08:05:00,Archive,UserA,10.64,18.6
63,7,2023-01-01 08:10:00,Submit,UserC,6.95,14.12
64,7,2023-01-01 08:15:00,Approve,UserA,12.34,10.74
65,7,2023-01-01 08:20:00,Review,UserB,6.59,17.32
66,7,2023-01-01 08:25:00,Submit,UserB,14.2,15.75
67,7,2023-01-01 08:30:00,Review,UserB,8.02,16.17
68,7,2023-01-01 08:35:00,Submit,UserC,8.83,19.43
69,7,2023-01-01 08:40:00,Review,UserB,12.73,15.4
70,7,2023-01-01 08:45:00,Archive,UserB,5.72,19.4
71,8,2023-01-01 08:00:00,Review,UserB,8.79,18.5
72,8,2023-01-01 08:05:00,Review,UserB,8.45,14.75
73,8,2023-01-01 08:10:00,Submit,UserC,11.4,18.1
74,8,2023-01-01 08:15:00,Approve,UserB,6.64,13.23
75,8,2023-01-01 08:20:00,Submit,UserB,5.7,18.66
76,8,2023-01-01 08:25:00,Review,UserB,14.61,18.77
77,8,2023-01-01 08:30:00,Finalize,UserA,10.84,14.18
78,8,2023-01-01 08:35:00,Submit,UserA,13.69,19.8
79,8,2023-01-01 08:40:00,Approve,UserB,12.89,12.07
80,8,2023-01-01 08:45:00,Archive,UserC,10.61,14.47
81,9,2023-01-01 08:00:00,Finalize,UserB,6.92,16.25
82,9,2023-01-01 08:05:00,Approve,UserA,12.2,17.61
83,9,2023-01-01 08:10:00,Approve,UserA,12.73,19.83
84,9,2023-01-01 08:15:00,Submit,UserB,9.61,12.42
85,9,2023-01-01 08:20:00,Submit,UserC,5.23,14.32
86,9,2023-01-01 08:25:00,Review,UserC,12.52,16.42
87,9,2023-01-01 08:30:00,Finalize,UserB,11.12,17.17
88,9,2023-01-01 08:35:00,Submit,UserA,9.03,10.49
89,9,2023-01-01 08:40:00,Finalize,UserC,8.93,19.2
90,9,2023-01-01 08:45:00,Approve,UserC,13.3,12.04
91,10,2023-01-01 08:00:00,Submit,UserC,9.29,17.99
92,10,2023-01-01 08:05:00,Approve,UserB,9.59,15.76
93,10,2023-01-01 08:10:00,Submit,UserA,14.15,17.38
94,10,2023-01-01 08:15:00,Finalize,UserA,8.15,17.17
95,10,2023-01-01 08:20:00,Finalize,UserA,12.1,12.22
96,10,2023-01-01 08:25:00,Archive,UserB,13.37,18.05
97,10,2023-01-01 08:30:00,Approve,UserC,11.45,12.66
98,10,2023-01-01 08:35:00,Submit,UserA,7.14,19.36
99,10,2023-01-01 08:40:00,Submit,UserC,9.26,18.99
100,10,2023-01-01 08:45:00,Submit,UserA,10.07,13.52
